detla_boric,delta_kast,delta_nulos,delta_blancos,delta_no,origen,distrito
15605.11491971663,35185.59396953914,831.2655938173109,511.0334922863644,258081.99202464055,noVoto_pv,21
33044.00130858977,0.0,0.0,0.0,0.0,boric_pv,21
0.0,87538.00348936618,0.0,0.0,0.0,kast_pv,21
24110.95414896538,4256.046678155141,0.0,0.0,0.0,provoste_pv,21
2039.223359376732,15.851741787765045,74.36271659558065,0.008336454559800009,84.55384578536236,artes_pv,21
9600.323119017507,3102.154646571455,184.5221787448874,0.00015868977546286948,0.0,meo_pv,21
23247.058454423423,9905.60734403313,675.6838219345104,229.5018713055258,8342.148508303419,parisi_pv,21
0.0,21273.000834009938,0.0,0.0,0.0,sichel_pv,21
1453.909756593019,336.83426761185274,431.2018646483981,93.05403686474287,7.428198751874244e-5,nulos_pv,21
858.7322870152891,873.488749415064,15.679492197806521,25.099483283263982,0.0,blanco_pv,21
25111.27090145907,6136.031304442968,724.6740994752196,417.27116156970766,245693.75253305302,noVoto_pv,3
41490.00165186525,0.0,0.0,0.0,0.0,boric_pv,3
0.0,42252.001670714126,0.0,0.0,0.0,kast_pv,3
12927.287862453268,4624.71264849987,0.0,0.0,0.0,provoste_pv,3
2562.0000919967224,0.0,0.0,0.0,0.0,artes_pv,3
10869.42646609608,3564.5739486343505,0.0,0.0,0.0,meo_pv,3
30196.493701123214,17716.972761866295,1560.697992351129,191.72619318573282,18630.109351473624,parisi_pv,3
3408.5055866201947,11319.494843616762,0.0,0.0,0.0,sichel_pv,3
732.3605475305454,209.9712253022861,64.2547302286795,7.457484876339328,711.9560120621497,nulos_pv,3
267.16813075581655,120.22861699774562,289.60309365524347,0.00015755310183635405,1.0380925186903905e-6,blanco_pv,3
28390.924920034096,38462.16122009328,3305.2580670781085,1112.0950385546287,335725.5607542399,noVoto_pv,20
84242.00335588084,0.0,0.0,0.0,0.0,boric_pv,20
0.0,111767.00444730018,0.0,0.0,0.0,kast_pv,20
34045.710434609486,10512.290874612323,0.0,0.0,0.0,provoste_pv,20
5077.000185459348,0.0,0.0,0.0,0.0,artes_pv,20
20025.135867153665,7187.864903230595,0.0,0.0,0.0,meo_pv,20
54547.13546213893,14560.119678431427,516.7461090558511,0.0,0.0,parisi_pv,20
12257.692724449746,29456.30850240123,0.0,0.0,0.0,sichel_pv,20
1608.2440915683821,1188.1961106567303,186.55982310825448,0.0,0.0,nulos_pv,20
143.37204524363264,1160.3755958521024,6.1903423136349165,100.06201925152077,0.0,blanco_pv,20
6546.721921222323,8750.979599379096,615.6855522361667,225.085574317587,133519.52735284483,noVoto_pv,2
19976.00078789804,0.0,0.0,0.0,0.0,boric_pv,2
489.0282421207827,32783.97274106965,0.0,0.0,0.0,kast_pv,2
7277.799314791862,2162.2009360282723,0.0,0.0,0.0,provoste_pv,2
1349.0000416729001,0.0,0.0,0.0,0.0,artes_pv,2
5792.6323922749825,1081.3677916563738,0.0,0.0,0.0,meo_pv,2
9915.2602367469,8263.694900335006,429.61093812321906,87.8045150191314,11162.629409775749,parisi_pv,2
3534.428653721768,4819.571586086987,0.0,0.0,0.0,sichel_pv,2
359.12775368266375,435.8613961678141,31.010825454114364,2.719410667756839e-5,0.0,nulos_pv,2
42.61596405030848,73.62095871463677,2.0068222039723365,0.3822278526037169,419.3740271784787,blanco_pv,2
6504.028218494847,14323.730484081514,836.2630111231832,315.1990397799497,140170.7792465205,noVoto_pv,22
16218.000632690311,0.0,0.0,0.0,0.0,boric_pv,22
0.0,59117.00234589087,0.0,0.0,0.0,kast_pv,22
10837.737887935418,4931.262552654515,0.0,0.0,0.0,provoste_pv,22
1152.0000314810675,0.0,0.0,0.0,0.0,artes_pv,22
5431.107102085212,651.8930613667594,0.0,0.0,0.0,meo_pv,22
8597.137417940487,4474.862943443287,0.0,0.0,0.0,parisi_pv,22
0.0,10271.000381883676,0.0,0.0,0.0,sichel_pv,22
391.31320348109483,801.9772036501162,144.70956274099083,3.6736882682075816e-5,0.0,nulos_pv,22
384.1736738831539,492.7343382899592,39.87677339766392,75.21521487974277,0.0,blanco_pv,22
15077.87306740791,27269.400437017342,2753.495923993334,788.732896667029,279395.4976749144,noVoto_pv,23
49076.00195118773,0.0,0.0,0.0,0.0,boric_pv,23
0.0,106874.00425028961,0.0,0.0,0.0,kast_pv,23
22192.038686705768,10768.96228191895,0.0,0.0,0.0,provoste_pv,23
2927.0001002049244,0.0,0.0,0.0,0.0,artes_pv,23
13439.026962460015,2287.9734906784574,0.0,0.0,0.0,meo_pv,23
25233.51863475869,8562.48235979209,0.0,0.0,0.0,parisi_pv,23
5758.734242937476,24920.266656719632,0.0,0.0,0.0,sichel_pv,23
419.8467299239854,407.58428785206763,34.11352230369733,58.398861692817064,1648.0565982274327,nulos_pv,23
0.0011856576478090795,1550.9988356597064,0.0,0.0,0.0,blanco_pv,23
9303.900564866615,13077.862890791079,1069.8642726475803,484.3694908018591,143918.0027808929,noVoto_pv,25
28210.001108968492,0.0,0.0,0.0,0.0,boric_pv,25
0.0,52767.00208956946,0.0,0.0,0.0,kast_pv,25
17633.934010580295,6427.327968489159,245.31456961919693,22.423623401934982,0.0,provoste_pv,25
1570.0000383790739,0.0,0.0,0.0,0.0,artes_pv,25
6412.072658061904,846.9275073876535,0.0,0.0,0.0,meo_pv,25
15653.080420763043,4472.920142957308,0.0,0.0,0.0,parisi_pv,25
4553.006181329422,12688.994256195763,0.0,0.0,0.0,sichel_pv,25
879.9969347081421,306.157115018495,38.84590012668411,5.039151055089578e-5,0.0,nulos_pv,25
0.0,951.0000163750137,0.0,0.0,0.0,blanco_pv,25
12640.6337732604,17583.692142073345,1308.9316827043874,543.8861295928215,215456.85627236904,noVoto_pv,26
38358.00152414132,0.0,0.0,0.0,0.0,boric_pv,26
0.0,52987.00210152146,0.0,0.0,0.0,kast_pv,26
20528.779162404004,3081.221492845857,0.0,0.0,0.0,provoste_pv,26
2445.0000845130426,0.0,0.0,0.0,0.0,artes_pv,26
8443.725848923896,1845.2744238682847,0.0,0.0,0.0,meo_pv,26
21990.231059994738,6272.769597897425,0.0,0.0,0.0,parisi_pv,26
2491.173957388208,15813.826556648017,0.0,0.0,0.0,sichel_pv,26
381.98446566780814,733.2813631415212,259.5293309491776,132.20466282088753,0.0001774206055641177,nulos_pv,26
0.0,1521.9999674562039,0.0,9.27722342056498e-6,3.5461831992401946e-5,blanco_pv,26
9976.635487681278,6526.740976708828,94.74168223294488,222.09851385465572,118743.7833395223,noVoto_pv,4
20418.000789129568,0.0,0.0,0.0,0.0,boric_pv,4
0.0,19015.000734925175,0.0,0.0,0.0,kast_pv,4
20156.87681206329,3700.0566429664036,179.99964146369754,19.477912319770052,3440.5889911868417,provoste_pv,4
927.0750350725575,5.9495271577028226e-5,28.890416647776732,12.09700703458644,391.93748174980794,artes_pv,4
4390.113353656897,922.8867811708159,0.0,0.0,0.0,meo_pv,4
19300.593610841428,2979.645407048354,622.9635634827201,0.000721633130510583,2505.7966969943673,parisi_pv,4
574.3461904136827,6522.653995211306,0.0,0.0,0.0,sichel_pv,4
365.320753403288,298.1243059375549,55.528802881777125,0.00011347893086087532,19.02602429844915,nulos_pv,4
160.76130219436075,167.7442672846205,4.566027437859746,34.92835227865975,5.0804499174033316e-5,blanco_pv,4
3966.9870037952996,1306.056460121233,240.20159943326783,131.98645414987618,52229.76848250033,noVoto_pv,27
9975.000379745186,0.0,0.0,0.0,0.0,boric_pv,27
0.0,11761.000425338407,0.0,0.0,0.0,kast_pv,27
4335.48045144108,2244.5197230039603,0.0,0.0,0.0,provoste_pv,27
410.5331509937765,97.46685062634668,5.396648679601718e-7,1.1251230874108013e-6,0.0,artes_pv,27
1674.85673158581,342.1433136722064,0.0,0.0,0.0,meo_pv,27
4923.884978915137,222.11515862533324,0.0,0.0,0.0,parisi_pv,27
208.99507158553507,3712.0050300681073,0.0,0.0,0.0,sichel_pv,27
148.98330698094992,174.89727820051496,99.66786111271352,11.451526775526823,2.693029476534884e-5,nulos_pv,27
218.68225021249535,121.3177417686105,3.746908039575862e-6,5.353179866149798e-6,0.0,blanco_pv,27
4277.144656881167,3438.029728677858,653.9312387029619,173.8828285049987,79911.01154723302,noVoto_pv,28
21137.000813319202,0.0,0.0,0.0,0.0,boric_pv,28
0.0,19292.00074095983,0.0,0.0,0.0,kast_pv,28
5152.351846727066,1701.6483388928107,0.0,0.0,0.0,provoste_pv,28
538.0455778880405,129.95442687850004,7.906056751609113e-7,0.0,0.0,artes_pv,28
5806.5484584792985,838.4517285541689,0.0,0.0,0.0,meo_pv,28
8243.70714390806,477.2931058800796,0.0,0.0,0.0,parisi_pv,28
1598.6418549763919,4161.3583012487725,0.0,0.0,0.0,sichel_pv,28
647.999957147749,3.819363243310175e-5,7.5765189857237845e-6,1.4086997944538628e-6,0.0,nulos_pv,28
303.99992171238665,3.303070474190226e-5,2.539641547139031e-5,1.8458414682376835e-5,1.402078400805963e-6,blanco_pv,28
69072.86124449695,40260.761405314304,4044.8399343697324,1247.4260379307555,426110.11137788824,noVoto_pv,8
170208.0068026813,0.0,0.0,0.0,0.0,boric_pv,8
0.0,117292.0046772281,0.0,0.0,0.0,kast_pv,8
40155.270462173234,10117.73102965372,0.0,0.0,0.0,provoste_pv,8
10376.000409173306,0.0,0.0,0.0,0.0,artes_pv,8
55659.002207959755,0.0,0.0,0.0,0.0,meo_pv,8
50348.71134518548,156.290156254886,0.0,0.0,0.0,parisi_pv,8
6569.758903308683,60570.24308866723,0.0,0.0,0.0,sichel_pv,8
1217.8469559664595,405.89092550194977,82.66574328807923,10.30121616787619,2614.2951590756356,nulos_pv,8
265.3286219210866,80.0678250236142,25.606546095099194,9.998175365892582,1266.9988315943076,blanco_pv,8
30830.560562664094,30448.55020702121,4016.229214905707,1830.7092807355966,429727.9507346734,noVoto_pv,10
179876.00718858512,0.0,0.0,0.0,0.0,boric_pv,10
0.0,120957.00481871919,0.0,0.0,0.0,kast_pv,10
49785.09177924256,1713.9097587021265,0.0,0.0,0.0,provoste_pv,10
8619.000338618947,0.0,0.0,0.0,0.0,artes_pv,10
27964.001112812868,0.0,0.0,0.0,0.0,meo_pv,10
20713.000824075916,0.0,0.0,0.0,0.0,parisi_pv,10
14876.085324608757,66329.91709856201,0.0,0.0,0.0,sichel_pv,10
1829.856025835436,962.3256121608041,171.81839366727942,0.0,0.0,nulos_pv,10
1165.550807657722,121.44922280416283,0.0,0.0,0.0,blanco_pv,10
49499.79454766582,30239.27996880322,3132.608719560611,1051.9041688268774,370748.4125951434,noVoto_pv,9
122321.00487416568,0.0,0.0,0.0,0.0,boric_pv,9
0.0,77193.00305359694,0.0,0.0,0.0,kast_pv,9
34091.870196841155,7720.131041857737,0.0,0.0,0.0,provoste_pv,9
8942.000338230047,0.0,0.0,0.0,0.0,artes_pv,9
44078.37339854405,367.62792029957797,0.0,0.0,0.0,meo_pv,9
33504.00132276859,0.0,0.0,0.0,0.0,parisi_pv,9
8044.649872961099,35939.35142831745,0.0,0.0,0.0,sichel_pv,9
471.87322254542255,288.01691648137916,63.969331848635534,8.37902170464047,2329.7615074199225,nulos_pv,9
1169.745127440125,215.25489758385913,0.0,0.0,0.0,blanco_pv,9
36115.19254794808,19026.429172548178,1741.2964068058393,572.2274753003401,299087.85439739755,noVoto_pv,5
68334.00271493182,0.0,0.0,0.0,0.0,boric_pv,5
0.0,56998.00226011992,0.0,0.0,0.0,kast_pv,5
30087.39268757451,5903.608361109066,0.0,0.0,0.0,provoste_pv,5
3735.0001363400775,0.0,0.0,0.0,0.0,artes_pv,5
16725.530730837498,2055.469801979182,0.0,0.0,0.0,meo_pv,5
40846.36048154623,4200.819485615314,537.1376790807826,163.9954206012095,6579.686933156461,parisi_pv,5
1662.859261103378,25740.14154081203,0.0,0.0,0.0,sichel_pv,5
886.6790664513892,946.4011944523751,303.91911613687154,0.000632493421000826,0.0,nulos_pv,5
562.6714982587218,427.49489488502803,12.323126479915707,211.64677236724367,115.86370800909054,blanco_pv,5
35459.42087421177,21596.76373046907,2122.523736772001,875.7834094310624,251228.50824911613,noVoto_pv,13
91848.00365875124,0.0,0.0,0.0,0.0,boric_pv,13
0.0,55913.002215285494,0.0,0.0,0.0,kast_pv,13
27148.76925580226,3045.2316294689417,0.0,0.0,0.0,provoste_pv,13
6089.00023056373,0.0,0.0,0.0,0.0,artes_pv,13
30866.00119860745,0.0,0.0,0.0,0.0,meo_pv,13
22608.0008435598,0.0,0.0,0.0,0.0,parisi_pv,13
4402.064131014755,27173.936774787475,0.0,0.0,0.0,sichel_pv,13
1606.1459663568123,480.85392589342433,0.0,0.00013094175408163568,0.0,nulos_pv,13
184.46975962797882,110.8908820561217,3.0377412736595923,1.5825108511781338,698.0191061910617,blanco_pv,13
66402.36770244942,23195.560173776532,2501.884390442752,919.8933826864197,366012.2943506449,noVoto_pv,12
149662.00597334877,0.0,0.0,0.0,0.0,boric_pv,12
0.0,81689.00323914964,0.0,0.0,0.0,kast_pv,12
30501.986794897904,14676.014519029877,0.0,0.0,0.0,provoste_pv,12
8616.00033030496,0.0,0.0,0.0,0.0,artes_pv,12
42071.0511480464,4219.767262152679,781.1748834244434,0.007138393855404789,0.0,meo_pv,12
38852.001358583984,0.0,0.0,0.0,0.0,parisi_pv,12
13761.907746093955,40676.09386950333,0.0,0.0,0.0,sichel_pv,12
983.3403094659973,208.24384294545922,112.04691782335084,12.552143666086131,2253.8167860991066,nulos_pv,12
1105.4621233296568,3.2010036542561756e-5,78.01309635056218,129.31608797563214,17.208660334112214,blanco_pv,12
29911.371950230685,18434.20202529067,786.5140875605631,611.9163037202795,235056.9956331978,noVoto_pv,11
77745.00310509317,0.0,0.0,0.0,0.0,boric_pv,11
0.0,174023.47179226563,0.0,0.0,182.5334111602477,kast_pv,11
35856.60525351502,86.39581169399798,0.0,0.0,0.0,provoste_pv,11
3146.0001222664905,0.0,0.0,0.0,0.0,artes_pv,11
15823.000627066898,0.0,0.0,0.0,0.0,meo_pv,11
11606.000460300873,0.0,0.0,0.0,0.0,parisi_pv,11
0.0,108516.83313086072,5883.693348766517,2140.3083058860343,2883.166400610869,sichel_pv,11
453.64105381150466,160.37220201135344,89.59692219326608,0.00025580662775050086,1580.389566177248,nulos_pv,11
879.1856563761205,168.81435200074802,0.0,1.3918038503357801e-6,0.0,blanco_pv,11
49416.9040182877,27868.554175982645,2828.0100712467943,917.3009300349098,326190.23080444796,noVoto_pv,14
100726.00401326531,0.0,0.0,0.0,0.0,boric_pv,14
0.0,94040.00374566582,0.0,0.0,0.0,kast_pv,14
25747.234249250614,14250.766930343747,0.0,0.0,0.0,provoste_pv,14
5342.000199318628,0.0,0.0,0.0,0.0,artes_pv,14
34901.001348127495,0.0,0.0,0.0,0.0,meo_pv,14
39021.85842560769,3759.1426469200655,0.0,0.0,0.0,parisi_pv,14
8610.439379962958,33539.56186555922,0.0,0.0,0.0,sichel_pv,14
251.34624148904112,282.7076045847586,72.91883592385523,10.148701141751724,2452.8786168605934,nulos_pv,14
561.2830039757646,933.716973888614,1.5426647252606266e-5,1.7803085169945344e-5,0.0,blanco_pv,14
9314.157674633203,17569.05614351235,1289.7531858675163,550.5990367007396,162047.43395928622,noVoto_pv,24
36976.00147431443,0.0,0.0,0.0,0.0,boric_pv,24
0.0,52916.002104340056,0.0,0.0,0.0,kast_pv,24
14856.124418573405,6939.876213369642,0.0,0.0,0.0,provoste_pv,24
2054.0000755366245,0.0,0.0,0.0,0.0,artes_pv,24
8691.000333342208,0.0,0.0,0.0,0.0,meo_pv,24
16013.270014867483,4898.730594736591,0.0,0.0,0.0,parisi_pv,24
7140.094784478169,9136.905682212011,0.0,0.0,0.0,sichel_pv,24
2.2637854261735894e-5,1357.5220262034536,71.47792718753622,3.1810999659983564e-5,0.0,nulos_pv,24
7.198779076274308e-6,318.4515934936206,5.954436719553265,21.572051883817473,888.0219107042296,blanco_pv,24
39660.14997731176,25616.8609954648,1269.4388355260187,313.24542416352807,330344.30476753396,noVoto_pv,6
104798.0041730968,0.0,0.0,0.0,0.0,boric_pv,6
0.0,101820.00405139239,0.0,0.0,0.0,kast_pv,6
34352.295661103584,7788.705542813703,0.0,0.0,0.0,provoste_pv,6
5597.000204844756,0.0,0.0,0.0,0.0,artes_pv,6
26087.62805175822,6364.372834763122,0.0,0.0,0.0,meo_pv,6
53322.68728985133,7527.849839369222,318.1606327521858,261.2922807801921,2541.0099572470776,parisi_pv,6
6495.009790114571,36616.89501686324,1683.5905880473351,573.7104549348726,1867.7941500399875,sichel_pv,6
1390.2772780669932,927.7772458990801,967.0789530580699,53.86650927261416,1.3703242288425445e-5,nulos_pv,6
1006.7852251456653,522.2116618001777,2.780476974613869e-6,0.00309948781261787,1.078586762213551e-5,blanco_pv,6
0.0,4346.8814675609465,0.00973803823098907,13.904413053828943,101383.20540892518,noVoto_pv,1
15077.000585442373,0.0,0.0,0.0,0.0,boric_pv,1
2079.71121218331,23040.28949748931,0.0,0.0,0.0,kast_pv,1
6147.943864232412,2275.0558033462607,0.00034752420425273575,5.396971329482982e-5,0.0,provoste_pv,1
982.9999989891005,1.7525156224235994e-5,0.0,0.0,0.0,artes_pv,1
3811.9225269526305,891.0775829495414,0.0,0.0,0.0,meo_pv,1
13452.907408448387,8694.542129813162,730.0334567768721,213.0650404640041,1205.4519644975758,parisi_pv,1
2443.8898549190612,3750.110309391499,0.0,0.0,0.0,sichel_pv,1
277.0627301461459,134.4509434401468,99.15415701082868,12.90933403750615,232.42283536537252,nulos_pv,1
0.0,6.328243240060578e-7,1.6926543377520608e-6,1.4751549906806192e-6,331.9999978165795,blanco_pv,1
11378.415918552744,32354.315470075067,1497.3350783437347,457.92276307297095,191325.0107699555,noVoto_pv,19
31684.001256107393,0.0,0.0,0.0,0.0,boric_pv,19
0.0,69888.00277900498,0.0,0.0,0.0,kast_pv,19
16613.707697819427,11455.58360686797,147.73629202662912,108.02335290191614,108.94905038405618,provoste_pv,19
1699.0000325381743,0.0,0.0,0.0,0.0,artes_pv,19
7461.974323341371,3026.0257483581536,0.0,2.4580960182946755e-5,0.0,meo_pv,19
21770.147605167087,0.0,214.8524612059393,0.0008237850525820092,2149.999316945302,parisi_pv,19
6218.719204778435,18372.281447222755,0.0,0.0,0.0,sichel_pv,19
69.59812953650705,238.40301455482785,12.793152754611377,2.190447139068708,1487.015256014985,nulos_pv,19
0.0,1009.6709376039706,0.0,0.0,246.32907679190424,blanco_pv,19
39706.23292808395,18630.03786907365,3135.1814832923524,959.3752949250689,349905.17242462497,noVoto_pv,7
118468.00472426164,0.0,0.0,0.0,0.0,boric_pv,7
0.0,110018.00437801267,0.0,0.0,0.0,kast_pv,7
31568.643412871974,8131.357760864131,0.0,0.0,0.0,provoste_pv,7
7637.0002941066805,0.0,0.0,0.0,0.0,artes_pv,7
31354.001222757423,0.0,0.0,0.0,0.0,meo_pv,7
35760.50985148605,4397.491321566188,0.0,0.0,0.0,parisi_pv,7
5032.749795159106,43592.2516249798,0.0,0.0,0.0,sichel_pv,7
1561.9595426438927,1101.7011213508113,296.33935947722244,8.090564779323893e-7,0.0,nulos_pv,7
241.39056143715348,4.746280837259964e-5,145.684896057274,154.72916083459273,744.1953342081715,blanco_pv,7
28169.018773782704,14397.456679939049,1101.1076770127827,473.23392661626997,184232.1829426492,noVoto_pv,15
54591.002160411874,0.0,0.0,0.0,0.0,boric_pv,15
0.0,53187.00209368687,0.0,0.0,0.0,kast_pv,15
17295.2118873983,6179.788774868262,0.0,0.0,0.0,provoste_pv,15
2410.000078599282,0.0,0.0,0.0,0.0,artes_pv,15
15204.746784587032,3098.2536885867044,0.0,0.0,0.0,meo_pv,15
23883.813332647464,5967.668255699645,736.3413757553451,140.1128508704544,4321.064185027093,parisi_pv,15
5509.170641490609,21361.83011926044,0.0,0.0,0.0,sichel_pv,15
1824.5553563946246,3.823358372991754e-5,139.44459319894437,2.3246828926089896e-5,0.0,nulos_pv,15
199.32407552801766,93.2778602457655,0.0005620030249496946,8.822989086938456,838.5745131362535,blanco_pv,15
18635.894944819847,17089.484044941797,626.9825562776933,353.18683517868266,146254.451618782,noVoto_pv,16
33230.00131541433,0.0,0.0,0.0,0.0,boric_pv,16
0.0,39136.00148683207,0.0,0.0,0.0,kast_pv,16
17373.692581862957,7415.308138144658,0.0,0.0,0.0,provoste_pv,16
1651.0000514331768,0.0,0.0,0.0,0.0,artes_pv,16
9990.00034321571,0.0,0.0,0.0,0.0,meo_pv,16
15366.16104377706,81.8042317167332,416.7601324320624,35.978521213832934,1369.2960708603127,parisi_pv,16
4905.192507585301,18520.808165666036,0.0,0.0,0.0,sichel_pv,16
222.65787133053337,0.0,4.337988300559255,0.0006055805947147795,1153.0035426436723,nulos_pv,16
645.9523027107299,351.78421274588504,58.897323644148145,51.36611382644275,4.7072794307910975e-5,blanco_pv,16
26295.32400728789,27859.325635912985,1004.7437806929826,621.9341005441298,251011.67247556205,noVoto_pv,17
56491.00224677709,0.0,0.0,0.0,0.0,boric_pv,17
0.0,78422.00311269335,0.0,0.0,0.0,kast_pv,17
28423.404602422557,10166.59653310513,0.0,0.0,0.0,provoste_pv,17
2743.0000809087305,0.0,0.0,0.0,0.0,artes_pv,17
15478.07756354523,4211.922943860753,0.0,0.0,0.0,meo_pv,17
28268.831823099532,8461.816475227673,1420.339597976847,218.89481581534133,1907.1172878806015,parisi_pv,17
12929.54919081982,24772.45191072285,0.0,0.0,0.0,sichel_pv,17
812.8094751741717,1091.786189987191,440.2848853065996,40.79079005310395,52.32865947893409,nulos_pv,17
1.2320537981243454e-5,1481.9999710115446,9.761029908508055e-6,1.6434456680649886e-5,0.0,blanco_pv,17
9796.897535871274,22049.671266091413,863.4135844469157,376.3268886364448,142851.69072495395,noVoto_pv,18
22485.000876735598,0.0,0.0,0.0,0.0,boric_pv,18
0.0,48615.001928761725,0.0,0.0,0.0,kast_pv,18
13526.262236209752,4138.738263926336,0.0,0.0,0.0,provoste_pv,18
1021.9999434008951,0.0,2.9300285010389185e-5,1.9728810596898067e-5,9.716780569501931e-6,artes_pv,18
7624.5622309889,0.0,108.43758592887114,0.0002455935724452192,0.0,meo_pv,18
13102.957276150439,0.0,0.0,0.0,1627.0430367161885,parisi_pv,18
471.1073617961018,16740.89311566387,0.0,0.0,0.0,sichel_pv,18
220.15061005820084,1038.0242897833448,17.825084307927842,2.154665623876333e-5,0.0,nulos_pv,18
0.0,942.000017997439,0.0,0.0,0.0,blanco_pv,18
